Restaurant_ID MuIXnv7Oq7X3-4aEsp9dDA
stars 3.0315255978295785 52
phoenix 5.793389747861709 98
something 5.1576026043044045 60
patio 4.40841079909424 78
steak 4.411364008439835 57
burger 4.980686755711078 101
night 4.034053451701986 115
chile 3.5046961944700805 56
service 6.231135972720468 247
bar 5.16453681010351 103
soup 5.478849471709043 57
cheese 5.166310752339534 188
sauce 4.096312565540724 74
bit 1.8467054021214946 94
everything 6.463898201402455 74
table 4.530953550334715 105
minutes 1.560605188339519 36
flavor 5.652214978309331 69
brunch 6.735383063735045 101
chicken 3.008096623363537 84
experience 6.111157811443997 72
bread 3.4933466973913214 147
times 2.9484701426608098 61
atmosphere 7.401434562264216 133
salad 3.960093441909292 147
flatbread 4.677794836040331 60
server 5.632389251997098 90
st francis 4.456851754539616 55
verde 7.726078585291249 54
fries 4.668501697403432 45
rice 4.9313959752393615 53
potatoes 4.333841195947109 86
drink 4.952115510769026 77
appetizer 5.894146611759668 60
End -----------------------------------------------------------------------------
Restaurant_ID 6imLt53br7SJ3av07jjH7w
drink 4.424881815161081 106
group 3.1782714370269627 30
server 3.3458555900450797 31
martini 4.048924643717472 42
menu 3.484855113529035 100
fun 5.292002128112298 33
phoenix 5.0766478343813235 86
bartenders 3.5008992795459997 33
bar 4.428766449575056 159
bread 1.9833423902849887 33
times 2.5784318830901625 37
time 2.368352466227339 120
bit 0.4824734938641781 44
salad 4.775876953221879 42
space 4.5868134834472825 37
restaurant 5.3931760244239 60
dj 4.943528073925897 60
night 3.6378135069056543 126
wine 2.7649177204600517 40
kind 2.2048843155883784 31
downtown 7.00540673176759 132
spot 5.470718959268972 43
hanny 5.606861719639689 250
cocktails 7.508194936140616 51
building 3.1161675039607735 35
friend 4.418984892179952 36
dinner 2.3027740468414835 43
service 4.024037051074881 137
way 3.6829479169102903 36
place 6.0855483855829915 336
nothing 4.692515519185119 34
something 4.743284597075827 38
elevator shaft 2.379562615026745 38
department store 3.0486177655507793 44
vibe 3.9556102048293456 43
pizza 4.936320951016466 164
crust 3.1192654505006745 43
experience 4.029980182649342 38
pizzas 5.449009602358805 52
plate 4.543313741681645 40
area 2.2454894168650115 32
lounge 4.291103724726884 35
table 3.2786140905828094 44
people 5.57769038601603 77
friends 3.440895342609443 51
upstairs 3.2928915128847107 38
sandwich 4.081477064463901 56
bathrooms 4.037925551390932 59
martinis 3.045784222638704 31
thing 4.072835728168381 36
food 4.946904974370002 213
staff 4.243885687272291 39
music 3.4531070938330375 80
decor 5.07119919258648 50
glass 2.7724975667852263 42
drinks 6.261840084216868 168
lunch 3.360500269471953 28
everyone 6.309474335655906 21
atmosphere 7.3741867932454905 62
prosciutto 5.032805272255196 54
End -----------------------------------------------------------------------------
Restaurant_ID FqzgT9Y-Yu7jiWdHnGW-kQ
fun 5.9865423966781695 43
night 2.8778957300208563 110
time 3.3714642719833026 136
hour 7.211839841909793 84
server 3.6054383217641606 35
bit 0.8148243240777365 57
people 5.262909129456075 103
street 3.8245911322139654 32
burger 5.862659170174036 47
scottsdale 3.0180738072611595 26
music 2.904906589877685 52
table 3.457067795252085 65
sandwich 4.9949422891299395 48
salad 3.7704984954219904 44
drink 4.292545077205962 59
home 2.940024458391423 29
friend 4.715027346085209 34
lot 2.2482148928935746 48
menu 4.826228394565351 85
fries 6.255233113556862 77
experience 5.7700397377378 44
area 3.520812437779455 45
dinner 4.454078355812461 50
sunday 4.442427403462515 47
times 2.6036131215491958 40
wine 4.643063493862542 75
parking 1.386184908040665 54
day 3.6593597852523416 44
spot 6.131181310032041 45
service 3.7097717019848626 113
crowd 5.420632473090504 43
atmosphere 6.247058962482706 91
friends 4.732518783578517 72
place 6.189640364678272 279
stars 2.7085773294545827 18
lunch 5.935780220887331 36
something 3.92471111758769 40
way 4.018600375281775 45
patio 5.626941340258246 173
food 6.062846738981207 262
bocce 2.546264363163378 40
cheese 5.144681829057892 48
side 3.1510661274597123 40
chicken 3.109945286175861 39
beer 5.924963434313994 38
staff 4.259692470437117 50
bar 4.441935500809669 94
drinks 5.362084810802932 100
phoenix 5.075410726193962 43
vig 5.241105009487543 308
ball 3.4004304951561792 37
End -----------------------------------------------------------------------------
Restaurant_ID ntN85eu27C04nwyPa8IHtw
day 4.68539099647566 100
meal 5.3584366326747315 73
eggs 4.196893854399873 228
order 4.178144793498787 82
people 4.134587824679966 164
breakfast 4.395008977729352 637
table 2.8478879590631685 89
sausage 4.764622027464763 61
nothing 3.8394243963155588 71
toast 4.7623964425300995 184
chick 3.4380746123988235 60
hash browns 5.105395241374325 153
place 4.999893210998852 479
cheese 5.245279332144545 85
minutes 1.7204371151157982 100
everything 7.987783692528021 91
coffee 4.949846256278681 161
phoenix 6.232142170981598 142
butter 3.828397640366355 95
staff 5.021887907034933 92
hog 3.9758483733796703 43
home 3.315898690985665 144
spot 7.927425655846503 77
way 3.7944350295816704 83
potatoes 4.896783223729414 82
restaurant 3.430674175043597 105
something 5.102020659479106 55
morning 4.477780642418523 100
jam 5.098053383202995 60
menu 3.9203632641238912 114
syrup 4.209307703999762 61
waffle 4.927203556741709 106
scramble 6.2699994478301155 82
bread 4.940625432592451 74
line 2.9260096875653803 68
hour 2.698267988440739 103
times 1.1406480348416863 55
everyone 6.1415104214085305 61
pancakes 5.895655187884304 100
egg 5.267900200996189 68
time 2.3780321878778383 248
thing 4.599210803872959 79
places 4.478849058812383 61
name 2.644918293779868 53
experience 5.205239916951195 77
downtown 5.866426186662012 59
lot 4.426286030572857 53
wait 3.7876890984416383 531
side 3.3896107300613587 98
service 6.541550321302107 176
pork 5.50625372851544 77
matt 4.796209630085755 428
food 5.987683325735239 477
salami 3.5616450984537007 61
bacon 5.322200966535897 243
fries home 3.678831841021573 1
hashbrowns 4.068471337787209 69
End -----------------------------------------------------------------------------
Restaurant_ID R8VwdLyvsp9iybNqRvm94g
store 4.987002925584052 79
pizza 6.085842124856318 162
times 2.428831669294098 55
something 3.7406485740385786 39
sandwich 5.143675010188478 149
cheese 4.427231458861588 59
day 5.242766920512589 60
dinner 3.4209226959611865 46
table 3.8828365257470985 50
cake 2.283507402410455 49
fun 7.331700941017503 44
food 4.982789975467879 277
lot 3.674703868475496 51
bit 1.7444856055602838 54
parking 1.7278084350228795 177
lgo 5.879968943881603 226
counter 2.9538541492383743 48
tuna 3.5855151309078543 39
things 4.6649627751727945 47
la grande 4.163664107419402 61
phoenix 5.17479372321648 58
salad 4.034698680296602 86
side 4.493847280900712 58
egg 4.210605244024393 49
coffee 5.3327693905485765 130
everything 7.686337326624079 54
la orange 5.8322943821073725 1
restaurant 4.378707166874458 42
cookie 4.320256040759271 37
breakfast 4.994193458811383 202
service 4.417477743428336 87
grande orange 5.559589167348742 56
spot 6.129790226944988 64
order 2.3916468467829075 79
wine 4.989444820073626 58
area 3.3439751036545973 46
people 4.747147707055657 104
morning 4.1759651334773675 46
chocolate 3.0894878346533963 47
place 6.471092877745578 357
muffins 2.6552202010015202 77
grocery 2.9162157406660807 98
thing 4.485290744428795 56
line 1.7956244426863675 47
sandwiches 4.137468089355205 56
time 3.165133464004314 144
shop 4.034073402428836 45
lunch 6.58608886919668 94
items 3.260126792332639 69
menu 4.7354860428850545 62
way 4.28556136648622 66
muffin 3.9386627673403756 71
End -----------------------------------------------------------------------------
Restaurant_ID cp39VURFby4A6u9m2It8jg
beef 2.8315198911934725 38
bar 6.785494737647956 46
zinburger 5.369918334941939 186
zin 5.689304469379275 25
kobe burger 6.441394963848173 43
bit 0.5387245456949644 40
lunch 3.9169945434821334 36
people 5.808606294155427 40
fox 4.089096990546589 49
minutes 1.8466795838438146 30
food 5.186061648480845 159
way 5.778708221201284 43
bacon 3.22227647408587 49
restaurant 5.0064756795460665 60
burger 4.847066645981887 515
fries 5.220291975112086 351
cream 5.828581515657225 29
chicken 2.86926018649922 37
staff 4.252074984225892 43
wine 3.2154223282119516 42
stars 1.6246190190912604 28
place 6.186775214951718 158
pie 6.099845788727124 22
wait 3.9930973094158007 41
something 3.5518258079611744 34
experience 3.9747143691380367 37
night 3.682798745702518 38
truffle fries 6.297932727585462 69
sauce 7.006987085891822 51
patio 5.059331842738846 30
burgers 6.043435713919631 206
server 4.470875363632929 50
salad 3.6300568347491162 39
meat 3.7030277750149527 42
meal 6.5269398703604775 35
cheese 5.614848379942858 49
delux 4.173761990345273 28
flavor 6.4437223712980245 35
side 4.231093751664985 39
service 5.870796037899194 131
joint 3.8242449429120615 18
sandwich 4.415955433516486 34
medium 4.196061640241627 36
order 4.119389206802784 72
table 4.132771956216363 44
menu 2.910075874393734 51
bun 4.10149522851817 47
biltmore 3.663591408259537 29
shake 5.798333614302575 68
nothing 6.937603557800772 38
atmosphere 5.344756963254074 37
time 3.194805676693522 112
End -----------------------------------------------------------------------------
Restaurant_ID zp713qNhx8d9KCJJnrw1xA
people 2.9812150246629954 41
day 2.674248890307569 35
pecan 5.4183205947311786 37
restaurant 4.177950388423019 77
cochinita pibil 3.2602519458661043 43
burrito 4.5167563712359335 41
pork 3.563920724743457 53
menu 3.6333247080778737 53
carne asada 2.115805431571045 54
fish 5.362095271989866 37
mahi 3.557879028297256 20
salsa bar 7.0034901624613894 213
meal 4.861740778520786 48
meat 4.581539031083781 42
burro 5.098805134657286 34
flavor 4.560559387531505 64
lunch 4.980289979014904 44
tinga 7.222443014690553 33
salsa 5.345905134590488 448
quesadilla 3.8587997819551734 43
food 4.869930306101977 211
shark 3.424372371799693 63
cheese 4.475929666891124 34
flavors 5.601617525622967 40
shrimp 5.023108724049651 53
thing 3.0396696817682085 51
chips 2.562248443901343 105
mole 3.7777969931378337 101
order 2.568311717750685 60
phoenix 4.415691528793316 56
art 4.814714550701149 41
variety 5.1568249650534606 30
street 3.8283180324152766 40
place 6.0122291354797275 275
shop 3.7154175487088366 31
cilantro 3.7332639474106957 59
times 3.492004415159806 37
something 4.178158096893226 38
bit 0.9422868808437308 62
tacos 4.569958339538633 298
horchata 7.180312427941079 116
time 2.0052010931672033 104
beans 4.35383945015058 81
taco 4.8210057546935206 240
mole chicken 1.8198673791082043 22
rice 3.291650877279349 70
everything 6.20084411413891 45
way 5.064661895586751 60
chicken 2.252506476526736 89
service 4.326377140927495 81
peanut 2.539862925686078 42
salsas 4.375254066767063 146
End -----------------------------------------------------------------------------
Restaurant_ID e8FMAuTswDueAlLsNyLhcA
daily dose 4.5079149193396075 24
lunch 6.411785170073169 72
burger 5.691552478579059 62
patio 4.857121468440372 54
menu 5.871684660152857 113
brunch 5.808367020539752 48
pancakes 6.7604367373153496 65
staff 5.3561696103422545 46
drinks 6.708623123448016 40
hash 5.918952449316274 45
toast 5.932859331993524 41
drink 5.7447930418737245 42
spot 7.254904209596491 48
friend 5.454371406428532 37
sauce 4.1567265079675835 33
fries 5.9234462356983055 36
bit 1.9540552987604263 39
wait 4.757593157340428 67
salad 3.3484453511655143 38
something 4.768910051321278 35
hour 7.695273284651051 125
water 3.8015343420605245 32
food 5.547842944157798 242
omelet 5.1462627440186095 48
restaurant 5.262334863296636 42
server 5.017732181031789 53
scottsdale 3.884137321394114 60
meal 5.224698041767067 38
coffee 4.34421188728114 50
waitress 4.545278414710582 39
nachos 4.584684460577017 44
bacon 2.7014251289859996 46
minutes 3.688557155723251 31
chicken 2.5672740515602515 35
sausage 4.230226829482784 34
sandwich 5.037680687969706 42
turkey 6.952596723517022 47
side 4.267395430699024 58
dinner 4.997229463397433 36
potatoes 5.378491544180999 41
pretzel 7.10433389624141 37
atmosphere 8.077797507356618 45
morning 5.586079675958403 37
service 5.71948553947956 166
breakfast 5.641224249837082 244
eggs 3.6685923377624885 68
cheese 5.1740526653821455 50
time 2.941795016183347 131
place 6.701134062868874 203
benedict 5.2380889623403215 43
dd 4.724991135007166 70
table 4.0849922301809425 52
times 2.080937920472014 43
chorizo 4.625892897489194 51
End -----------------------------------------------------------------------------
Restaurant_ID pwpl-rxwNRQdgqFz_-qMPg
everything 7.739395051533778 57
parking 2.3585972147576166 62
duck 6.044999597250468 53
salads 8.495976425252183 57
crust 3.97946603205585 117
sausage 5.235384397234109 42
wine 5.608008599857558 72
experience 6.64606883215714 70
friends 5.712973596025828 53
patio 6.00995898581754 65
pepperoni 6.140957346329671 45
sauce 5.7693830518719995 95
salad 4.917455993327212 153
pesto 5.3824599846361165 52
place 7.260026124817323 379
dinner 3.6901823831652134 64
server 5.884402858410186 81
bar 5.195500592950442 110
parlor 4.682232394350097 346
pasta 6.328986529315218 72
times 3.9466815627985268 70
bit 2.1444838185307717 86
lunch 5.028920476931359 75
friend 5.449384635035774 57
night 3.468994577064395 90
area 3.5487418688305965 63
cheese 5.365994659551859 145
phoenix 5.693332132652466 73
service 6.531223131019123 208
menu 5.4348374382680875 134
pizza 6.111972304403983 685
lot 5.323008881254379 55
table 3.5671577453117136 61
food 6.055765362094228 265
thing 3.723040490013176 63
atmosphere 7.439760399637999 111
pizzas 5.537637283698245 121
decor 6.098298278849114 60
time 3.865651196005308 182
wait 4.4785125867945075 105
hour 5.9872318168815974 55
way 4.055242443798331 70
something 3.7348501555960905 58
staff 5.907640354856369 61
drinks 5.672220333219995 50
people 5.705664682790586 55
restaurant 6.138036157301713 100
dessert 6.66500122804149 71
End -----------------------------------------------------------------------------
Restaurant_ID V6BYjHM9SnXscfkln3hCdA
way 3.83612714788439 41
experience 4.941024579388599 42
pancake 6.6090790844276075 34
minutes 1.7740724177075862 58
coffee 6.032104652492047 118
beef 5.2965324712791295 53
table 3.3106046189339033 207
place 5.595555364415413 253
bread 3.5358456572329406 33
reviews 1.6809347666199077 38
time 2.5697197509506253 156
bacon 5.848307308694932 39
hash 3.6299760752085053 95
patio 5.993804072688808 50
food 5.28389918275079 310
wait 3.4332733433393754 119
side 3.0895661820517306 44
chocolate 3.076008823567964 36
scottsdale 3.3764993730311637 75
bit 0.9292215541590503 51
omelet 4.168696067710009 37
morning 4.968734150985085 33
flannel 2.7210740232064374 65
friend 4.761429174400401 31
sandwich 4.4966516576853195 55
syrup 3.3399708963380723 29
pancakes 5.6260183793455525 142
burger 4.9926915155139175 29
something 4.78979124847877 37
meal 3.3226559731150007 42
order 1.8385019181291442 77
spot 6.913670375778106 51
times 1.610482343226309 53
breakfast 5.119396607903193 235
menu 4.415807237283936 81
service 3.116827142384677 255
lunch 6.412226383335799 61
server 4.599636472015482 72
atmosphere 6.814845398660428 38
tables 1.6780959397246373 40
toast 4.343542169597449 57
cheese 4.5640182855415805 38
staff 4.127734941724535 53
eggs 3.987630527672933 68
drinks 6.678151029197808 42
day 4.5556656104680275 46
people 5.12627881172677 41
brunch 4.7343156144924246 50
restaurant 6.763451584872874 50
everything 5.815913342264922 39
orange table 3.7006413939429916 57
End -----------------------------------------------------------------------------
Restaurant_ID I4bSn5gXsHuSPu7L-d_8nQ
experience 6.87623557177159 91
appetizer 4.143761839996113 64
restaurant 6.479093665923151 174
course 2.5600334721382008 44
husband 5.568744260710067 40
beckett 4.230355952860025 251
soup 3.196902789969184 83
bit 1.524134702050378 76
week 6.531919305339201 43
wine 4.488597704510655 114
dishes 4.100394124620578 52
friends 4.276543151184141 47
mussels 4.232043316538387 44
pancetta 2.5751934953682802 47
service 6.8072119861844556 243
reservation 3.4897473252189166 41
things 4.514281944336704 67
table 5.45604918443117 280
flavor 4.009597863741707 81
chicken 2.5304657788846847 105
grits 5.356970771115622 65
pie 5.772832587903989 104
stew 2.1346719204660083 49
server 6.360223842266514 96
people 3.909709516433422 48
food 5.7206978011976375 364
dessert 5.667175801081388 98
fork 1.3648909794405366 41
biscuits 6.010795347897241 60
lot 4.121976343523927 35
time 2.803468854504296 171
bread 4.226271420219056 65
salmon 5.278710012644049 44
restaurants 6.069863069058631 41
bacon 4.975224985085725 170
mac 3.313664239157268 52
meal 6.508156891529898 126
ribs 1.94455772525123 153
list 6.0924189842925 42
cheese 2.9335235724352167 177
kitchen 5.103220294949296 64
chef 7.116759850523876 52
side 2.524408567805043 62
tender 3.464857347594901 61
sauce 3.3136280922910033 63
times 3.52043429730184 43
menu 4.352373626812118 178
tomato 1.349980640086046 65
staff 4.978451027736769 79
dish 3.4006798321657223 111
pork 3.8905463988800153 109
place 6.696683671059944 192
phoenix 7.912011194835822 47
night 4.07909233988799 111
osso bucco 4.05104550803293 37
sprouts 3.6422456917996167 45
thing 4.760668585066133 47
bar 6.406431422922413 36
atmosphere 7.40449294682549 69
appetizers 4.46086721056438 32
plate 4.223938155866072 45
fig 4.0676446301063764 35
waiter 5.378608818821901 45
dumplings 3.788357247044771 52
nothing 7.098956853717137 44
butter 3.9093384133060565 77
salad 4.065709003615403 81
something 5.6459995566191 53
everything 6.423748422924306 59
dinner 4.062540902065743 94
way 3.98784165145147 68
cake 3.489448327938638 42
sausage 3.683446403609615 54
everyone 6.649071960190628 35
chocolate 3.1098904904789353 109
End -----------------------------------------------------------------------------
